,Tweet,Brand/Product,Emotion,Brand
4907,In front of @mention popup store at #SXSW last night {link},Unknown,Neutral,Unknown
4908,"In light of #SXSW &amp; #iPad2 launch, #Tech cannot forget #quake victims in #Japan. Do good tech: #Google #peoplefinder. {link}",google,Neutral,Google
4909,"speaking of #sxsw,  almost done w/this MASSIVE schedule.  anyone going next wk, check it! {link}",Unknown,Neutral,Unknown
4910,Speaking of #sxsw: how about that #apple store on 6th and congress? Wouldn't it be great if it were permanent....? ;),Apple,Positive,Apple
4911,"The cult of Apple: emotional responses, experiences, magical, works of art, control of the ecosystem. #SXSW #technopriest",apple,Neutral,Apple
4912,"In honor of Apple's #SXSW pop-up shop, here are some thoughts on how landlords &amp; leasing agents can utilize pop-up shops. {link}",Apple,Positive,Apple
4913,millions of dollars have been saved at one company through the adoption of google docs. incenticize your IT teams #evolvingworkplace #sxsw,google,Positive,Google
4914,+1- lots of fun. RT @mention @mention #hollergram app is killing it at #sxsw {link},Unknown,Neutral,Unknown
4916,millions of iPhone cases at #SXSW trade show but can any of them double as shuffleboard wax sprinklers? I think not. #fail (CC @mention,iphone,Neutral,Apple
4917,"Speaking of mapping @mention #sxsw #mindjet will give away an iPad 2 for the best  of show. Entering is ez, see details: {link}",ipad,Neutral,Apple
4918,Cashmere of Mashable: Thinks the iPad 2 is not a huge step up. Now waiting for the Apple PR team to parachute into the #SXSW session.,iPad,Negative,Apple
4919,"Andrew K of PRX equates the homogeneity of the Apple ecosystem w predictability, vs Android's wild west. #imaconf #sxsw #drumbeat #MoJo",apple,Negative,Apple
4920,"Download of the Day: Lonely Planet Austin, Free For a Limited Time {link} #iPhone",iphone,Neutral,Apple
4921,Z1: Dawn of the Dead {link} [codes valid: 12:00-3:59:59p 03/11/11] #infektd #sxsw #zlf,Unknown,Neutral,Unknown
4922,N31: Out of the Frying Pan {link} [codes valid: 8:00-11:59:59a 03/14/11] #infektd #sxsw #necro,Unknown,Neutral,Unknown
4923,Z40: Eye of the Storm {link} [codes valid: 8:00-11:59:59p 03/14/11] #infektd #sxsw #zlf,Unknown,Neutral,Unknown
4924,This app of themostist.com is made for mobile (iOS / Android). It will also work in Safari or Google Chrome. #SXSW,google,Neutral,Google
4925,"I used 2 of those RT @mention My #agnerd confession, using laptop, iPad &amp; blackberry to follow #SXSW from afar to see #agchat rock it",ipad,Neutral,Apple
4926,How many of you are in Austin? Follow @mention to find out what our Googlers are up to at #sxsw {link},google,Neutral,Google
4927,How many of you don't use apple? Cause no one uses windows voluntarily.  #Kawasaki #thisisdare #SXSW,apple,Neutral,Apple
4928,"For many of you that asked last night about the free Android phone... Sign up for urthots.com, then visit urthots.com/promo #sxswi #sxsw",Android,Positive,Google
4929,Aron Pilhofer of the New York Times and design guru Khoi Vinh express scepticism about iPad news apps at #SXSW {link},iPad or iPhone App,Negative,Apple
4930,Bandcamp Offering More Than One Day of Free Streaming Music... {link} #Music #bandcamp #music #sxsw #sxsw_2011 #Cyber #iPhone,iphone,Neutral,Apple
4931,Join actsofsharing.com tonight.  the person with the most friends in their city by end of #SXSW wins an iPad 2!!!,iPad,Positive,Apple
4932,At Microsoft lounge 4th floor. First 5 iPhone / Android developers to stop by before 2:45 get free entry into Windows Phone MP ($99) #sxsw,android,Neutral,Google
4933,Google rooftop hacking party! With Lego Mindstorms. #SXSW @mention Speakeasy Rooftop {link} #photo,google,Neutral,Google
4934,At the Google / ACLU 1980s party with a college friend I haven't seen in 18 years. #sxsw is magic. @mention,google,Neutral,Google
4935,"Unlike Google Analytics, this is meant to show to others and has sharing capabilities. #sxsw #bavcid",google,Neutral,Google
4936,"Apple, Google AT&amp;T have a surplus of cash, brand loyalty/mobile leash and will make mobile payments easy #bankinnovation #sxsw",Apple,Positive,Apple
4937,I have Google Circles invites! Follow me if you are interested! #google #circles #sxsw,Other Google product or service,Positive,Google
4938,At the google dev event surrounded by people much smarter than me. Rock on! #sxsw,google,Neutral,Google
4939,At the Google Doodles session at #SXSW Ballroom B. Come say hello!,google,Neutral,Google
4940,"All in google era @mention Google looks to the future with mobile, location-based devices | {link}  #SXSW",google,Neutral,Google
4941,Seeing Google Impact Dashboard panel at #sxsw but I want more tech details. View source.,google,Neutral,Google
4943,"Great, Google just presented @mention #marissagoogle #sxsw",google,Neutral,Google
4944,"In the Google keynote, Marissa Meyer and some other guy are demoing some new mobile products.  #sxsw",google,Neutral,Google
4945,"Rumour Google launching Circles social network, but RT @mention We're not launching any products at #SXSW but we're doing plenty else.",google,Neutral,Google
4946,40% of google map search is mobile #sxsw (@mention ACC - Ballroom D w/ 78 others) {link},google,Neutral,Google
4947,40% of Google map usage is mobile! Yowza #sxsw,Other Google product or service,Positive,Google
4948,40% of google maps usage is mobile #sxsw -,google,Neutral,Google
4949,"40% of google maps usage is mobile, 150M users using google maps mobile and users drive 128+ miles a year with Google maps navigation #sxsw",google,Neutral,Google
4950,"40% of Google Maps usage is mobile, now has 150 million mobile users. #sxsw (via @mention",Other Google product or service,Positive,Google
4951,40% of Google Maps usage is Mobile.  wow. @mention #sxsw  via @mention,google,Neutral,Google
4952,40% of Google Maps usage is Mobile.  wow. @mention #sxsw #myegc,Other Google product or service,Positive,Google
4953,40% of google maps use is mobile #sxsw,google,Neutral,Google
4954,40% of Google maps use is mobile #sxsw,google,Neutral,Google
4955,40% of Google Maps use is mobile marissamayer #sxsw,google,Positive,Google
4956,40% of Google Maps use is Mobile says @mention #sxsw,google,Neutral,Google
4957,40% of google maps users are on mobile. #SXSW,google,Neutral,Google
4958,Latest Google maps mobile app demo #sxsw lots of stats. Drink the coolaid.,google,Positive,Google
4959,Q from Google on Hulu Barry Diller: &quot;i don't know how it will end up. Good intentions...now what do we do?...tremendous conflict&quot; #sxsw,google,Neutral,Google
4960,At the Google party at GSD&amp;M {link} #SXSW,google,Neutral,Google
4961,At the Google party...awesome.  #SXSW,Google,Positive,Google
4962,Off to Google party with @mention then @mention @mention @mention at www.getdown.com #msusxsw #sxsw Tweet me if you're there! (@jeremie),google,Neutral,Google
4963,Here's Google Realtime for #SXSW {link} via @mention,google,Neutral,Google
4964,#SXSW #Google Saving Drivers Time and Fuel {link} #seo #sem #googlemaps #mobile #topnews,Google,Positive,Google
4965,20% of Google searches are for local information - Google trying to fill that need with its Places and Hotpot services #SXSW,google,Neutral,Google
4966,"At the Google session, waiting for Marissa Mayer #SXSW",google,Neutral,Google
4967,Wow! - Google to launch new social network at SXSW? {link} #sxsw #google,Google,Positive,Google
4968,"Mayer: Google will hire 6,000 people this year in response to audience question of &quot;Are you hiring?&quot; #SXSW ^JR",google,Neutral,Google
4969,A mass google-zation (ranking /indexing of educational assets) vs. the lost sea of uncatalogued materials at present #futureofed #gsdm #sxsw,google,Neutral,Google
4970,"Apple, Google, Intel ... Go Gaga for The Go Game by @mention @mention  {link} (cc @mention @mention #LI #SXSW",google,Neutral,Google
4971,"Apple, Google, Intel &amp; Others Get Going Gold for the Go Game  {link} #TheGoGame #SXSW",Google,Positive,Google
4972,VIDEO: Google: &quot;It Gets Better&quot;  // One of them is featured in the It Gets Better Book due out 3/22! #sxsw #sxswhomo {link},google,Neutral,Google
4973,Ben at Google: Think while making as fast as you can - aim to have a product on day one: #agileagency #sxsw,google,Neutral,Google
4974,Seeing Google's new maps for mobile with 3D buildings and super fast rendering over network. #sxsw,Google,Positive,Google
4975,@mention oh hey i remember that :) didn't even bring my laptop to #SXSW panels. iPad 4 life,iPad,Positive,Apple
4976,"@mention Oh, oh, oh! Does the iPad come with my #sxsw badge? @mention",ipad,Positive,Apple
4977,Digging John McRee's talk about designing for Boomers? Maybe you'll like this research: {link} #sxsw #yourmom #olderadults,Unknown,Neutral,Unknown
4978,Team Android at #SXSW ÛÒ full party details revealed! {link} #news #austin #teamandroid,android,Neutral,Google
4979,Team Android at SXSW ÛÒ full party details revealed! {link} #News #austin #sxsw #team_android,Android,Positive,Google
4980,Team Android at SXSW ÛÒ full party details revealed! {link} #sxsw,Android,Positive,Google
4981,Team Android Choice Awards finalists announced! {link} #sxsw,android,Neutral,Google
4982,OH: Quadroid is the new Wintel - Qualcomm + Android #sxsw #cloud,android,Neutral,Google
4983,"Team Android party 3/13 at 7-10! If u show us @mention app on your mobile, u enter to win free Nexus S! {link} #sxsw",android,Neutral,Google
4984,Team Android party at Lustre Pearl; so nice to be among my people!! #SXSW,Android,Positive,Google
4985,Apple's doing a #sxsw pop up store for iPad2 sayeth @mention {link},apple,Neutral,Apple
4986,Are you going to #SXSW in Austin and want to win an iPad. Mindjet is giving one away. Here are the details: {link},ipad,Neutral,Apple
4987,"Are you going to be at #SXSW and wish you could purchase an iPad 2?

Not to worry! - {link} 

Well played Apple. Well played.",iPad,Positive,Apple
4988,are you going to check out the #Apple pop-up shop during #sxsw #sxswi? let us know! {link} #ipad2,apple,Neutral,Apple
4989,Will be going to the WordPress #sxsw BBQ instead of standing in line for an ipad. Wondering if apple.com will deliver to non-billing addr?,apple,Neutral,Apple
4990,Bing's project euphoria and social recommendations looks very ipad centric - interface could be real advantage against google. #sxsw,google,Positive,Google
4991,When I look at crowd at #SXSW everyone has head down looking at iPad or phone. Only place where socially awkward is &quot;cool&quot;. :-/,iPad,Positive,Apple
4992,"Amazing joke on bad teeth picture... Just google British teeth on google, it's the first hit. @mention dude is killing it! #SXSW",Google,Positive,Google
4993,Austin Hookers:  please do not accept apple products for the coochie.  #SXSW,apple,Neutral,Apple
4994,"Google spokewoman Nadja Blagojevic e-mail about Google Circle: &quot;We are not announcing anything like this at #SXSW, this is an untrue rumor.&quot;",google,Neutral,Google
4995,Google looking to launch new social {link} #sxsw #in,google,Neutral,Google
4996,"Google looks to the future with mobile, location-based devices | {link}  #SXSW",google,Neutral,Google
4997,Really cool shit #google is working on. #Google web fonts look hawt. #sxsw @mention,Google,Positive,Google
4998,Really COOL! RT @mention Stop by and let us make you a custom iPhone case! #zazzlesxsw #Sxsw #sxswi {link} {link},iPhone,Positive,Apple
4999,eww and LOL. RT @mention Just saw a guy tweeting on his iPad while peeing... This is #sxsw,ipad,Neutral,Apple
5000,Put that old gen 1 iPad down! #sxsw,ipad,Neutral,Apple
5001,Two year old shows us howmto use iPad #USDes #sxsw,iPad,Positive,Apple
5002,"RT The coolest iPhone 4 &amp; iPad cases at #Sxsw, check them out here at #fastcompanygrill #zazzlesxsw #sxswi  http... {link}",ipad,Neutral,Apple
5003,Lack of collaboration &amp; opportunism RT @mention Why has latin America not produced the next @mention or @mention ? #Latism #latam #sxsw,Unknown,Neutral,Unknown
5004,Any technologist who thinks &quot;search is history should see the 125 person line to get into &quot;Google and Bing Speak on Ranking&quot; at #sxsw,google,Neutral,Google
5005,Learnt from @mention that there are more Google searches for Jesus than Star Wars but not by much #sxsw #allhat,google,Positive,Google
5006,"Report from @mention that Google may announce #Circles, a new group-aware social network at #SXSW tonight - {link}",google,Neutral,Google
5007,Rumors from #SXSW--could this be true?  - Google Launching Secret New Social Network Called &quot;Circles&quot; {link},google,Neutral,Google
5008,"In ballroom A for a couple of sessions: music and ixd, then iPad design #sxsw",ipad,Neutral,Apple
5009,"urThots.com Announces Android Promotion Available to First 25,000 New Users ....  {link} #SXSW #SXSWI",android,Neutral,Google
5010,In Ballroom D for #marissagoogle (Google VP of Consumer Products). Should be interesting. #sxsw,google,Neutral,Google
5011,"At Your Mom Has an iPad: Designing for Boomers at SXSW.
{link} #SXSW",ipad,Neutral,Apple
5012,Latest from Moose Tracker - Apple creates a pop-up store in downtown Austin to showcase the new iPad 2. {link} #SXSW,apple,Neutral,Apple
5013,Scenes from the Austin SXSW iPad 2 pop-up shop -- here they are arriving! {link} #sxsw #cnnmoneysxsw,iPad,Positive,Apple
5014,"÷¼ Happy Woman's Day! Make love, not fuss! ÷_ {link} ã_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter",Unknown,Neutral,Unknown
5015,save me some cash! TechCrunch Giveaway: An iPad 2åÊ#TechCrunch {link} via @mention #winning! #ipad2 #sxsw #apple,apple,Positive,Apple
5016,C10: Welcome to the Machine {link} [codes valid: 12:00-3:59:59p 03/12/11] #infektd #sxsw #cvdc,Unknown,Neutral,Unknown
5017,When is someone going to ask why Bing is copying Google's search results? #qagb #SXSW #SEO,google,Neutral,Google
5018,I think someone will be making a lot of money this week in iPhone international roaming charges #SXSW,iphone,Neutral,Apple
5019,Here he comes ladies! @mention  @mention  RT @mention I'll be at Austin Convention Center w/  @mention showing my  iPhone game. #SXSW,iphone,Positive,Apple
5020,"There's something 2 b said that here at #SXSW, the gadgets of choice in every session r an iPad, MacbookPro, or a Blackberry. Nothing else.",iPad,Positive,Apple
5021,Spotted something rare a few minutes ago...a phone not made by Apple (besides mine). #SXSW,apple,Neutral,Apple
5022,@mention omg. Only the best conference of all time ever. Google it. #sxsw #4sqchat,google,Neutral,Google
5023,#sxsw Recommendation Engine Session was  fantastic!  Thanks #google #pandora #YouTube #stumbledupon.,Google,Positive,Google
5024,Google: competition for task management solutions? Paper. @mention #sxsw #sxswdad,google,Neutral,Google
5025,RT @mention,Unknown,Neutral,Unknown
5026,"RT @mention 
  
The iPad 2 Takes Over #SXSW {link}",iPad,Positive,Apple
5027,"RT @mention 
An Apple pop-uitp store at #SXSW? There goes my impulse control. j.mp/i41H53 &lt;- See, this is why it's good I'm not there #ooc",apple,Neutral,Apple
5028,"RT @mention 
Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",google,Neutral,Google
5029,"RT @mention   
Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw #twnp #socmedia",google,Neutral,Google
5030,RT @mention    Google (tries again) to launch a new social network called Circles: {link} #sxsw,google,Neutral,Google
5031,"RT @mention    Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw #twnp #socmedia",google,Neutral,Google
5032,"RT @mention  @mention to Launch Major New Social Network Called #Circles, Possibly Today! {link} #sxsw #SMM &gt;&gt;Really Google? Now?",google,Neutral,Google
5033,RT @mention  Apple Is Opening A Pop-Up Store In Austin For #SXSW {link},apple,Neutral,Apple
5034,"RT @mention  In our studies players tell us, &quot;Petting my iPhone makes me happy.&quot; #tapworthy #sxsw",iPhone,Positive,Apple
5035,RT @mention  It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},Apple,Positive,Apple
5036,RT @mention - Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw,google,Neutral,Google
5037,RT @mention : Aron Pilhofer from The New York Times just endorsed HTML over iPad at the #NewsApps #sxsw anÛ_ (cont) {link},ipad,Neutral,Apple
5038,RT @mention : Aron Pilhofer from The New York Times just endorsed HTML over iPad at the #NewsApps #sxsw and asked us not to tweet what he actually said!,ipad,Neutral,Apple
5039,RT @mention : Aron Pilhofer from The New York Times just endorsed HTML over iPad at the #NewsApps #sxsw and asked us not to tweet...,ipad,Neutral,Apple
5040,RT @mention : We interrupt your regularly scheduled #sxsw geek programming with big news {link} #google #circles,Other Google product or service,Positive,Google
5041,"RT @mention :) RT @mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.",google,Neutral,Google
5042,RT @mention :) RT @mention Love it. @mention at #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive,Apple
5043,RT @mention :) RT @mention Quantter is launching an iPhone app soon. We're participating to LaunchRock comp at #sxsw {link},iphone,Neutral,Apple
5044,RT @mention . @mention double fisting at the keynote #sxsw #apple {link},apple,Neutral,Apple
5045,"RT @mention . @mention yes, and you know I was Using a little &quot;Jazz Hands&quot; while I said that! #pushio #iPad #winning #sxsw #sxswi",ipad,Neutral,Apple
5046,RT @mention ..only 9? #SXSW right-brain #mwrc11 left-brain?? :) RT @mention @mention at #SXSW 9 out of 10 attendees have Mac or iPad,iPad,Positive,Apple
5047,"RT @mention .@mention &quot;Google launched checkins a month ago.&quot; Check ins are ok, but CHECK OUTS are the future. #sxsw #Bizzy",google,Neutral,Google
5048,"RT @mention .@mention Bahrain govt turned off Google Earth. As a result, more people learned about it and govt had to turn it back on. #sxsw",google,Neutral,Google
5049,RT @mention .@mention imagines a future where Google asks you &quot;Why do you want to know that?&quot; when you search. #sxsw #smscifi,google,Neutral,Google
5050,RT @mention .@mention is competing with @mention circles on the SocialFlow board for most resonant topic here. #sxsw  {link},Unknown,Neutral,Unknown
5051,RT @mention .@mention Love it. @mention @mention #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go 2 conferences&quot; me 2!,Apple,Positive,Apple
5052,RT @mention .@mention needs the help of a badass android developer right now for a debugging emergency. Know anyone? @mention him. #SXSW,android,Neutral,Google
5053,"RT @mention .@mention of @mention on manufacturing serendipity- &quot;Having access to more information makes us more curious, not less&quot; #SXSW",Unknown,Neutral,Unknown
5054,"RT @mention .@mention Rec: Give the Bad Apple a job in a mtg, such as taking notes. Make mtg voluntary =&gt; willing participants. #gamestorming #sxsw",apple,Neutral,Apple
5055,"RT @mention .@mention retiring from Wine Library TV, moving onto Daily Grape. Get the app on yr iPhone. #thankyouecon #SXSW",iPad or iPhone App,Positive,Apple
5056,RT @mention .@mention reveals average time users spent on NYT's Oscars iPad app was 16mins: &quot;That blew my mind&quot; #newsapps #sxsw,ipad,Neutral,Apple
5057,"RT @mention .@mention would like a data dashboard of what the govt knows about him (like credit score, Google data dashboard)  #sxsw",google,Neutral,Google
5058,RT @mention 'Google lost its way by caring too much for the business vs. the users' - @mention #psych #sxsw,Google,Negative,Google
5059,RT @mention 'Route around traffic' google maps feature is saving their users 2 years in time. Every day. #SXSW #holytrafficjams,Other Google product or service,Positive,Google
5060,RT @mention 'This technology couldn't happen on an iPhone' - Nokia #pushsnowboarding #sxsw,iPhone,Negative,Apple
5061,"RT @mention ÛÏ@mention {link} &lt;-- HELP ME FORWARD THIS DOC to all Anonymous accounts, techies,&amp; ppl who can help us JAM #libya #SXSW",Unknown,Neutral,Unknown
5062,"RT @mention ÛÏ@mention &quot;Google before you tweet&quot; is the new &quot;think before you speak.&quot; - Mark Belinsky, #911tweets panel at #SXSW.Û",Google,Positive,Google
5063,RT @mention ÛÏ@mention #sxsw beta testing interactive book for iPad app by Moonbot studios out of Louisiana.  Cool app.Û,iPad or iPhone App,Positive,Apple
5064,RT @mention ÛÏ@mention Apple is a great example of a retail store layed out for the future - no 'registers' no 'checkout line'  #sxsw,Apple,Positive,Apple
5065,RT @mention ÛÏ@mention Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch&quot; oh YAY more traffic.,apple,Neutral,Apple
5066,RT @mention ÛÏ@mention Get a look at #SXSW's rumored #Apple &quot;pop-up&quot; store in Austin: {link},apple,Neutral,Apple
5067,"RT @mention ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #SXSW",google,Neutral,Google
5068,"RT @mention ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ Circles are 'closed' #weak",google,Neutral,Google
5069,"RT @mention ÛÏ@mention If you were able to afford to attend #sxsw or buy an iPad today, consider saving a few $$$ for Japan earthquake relief. &quot;",ipad,Neutral,Apple
5070,RT @mention ÛÏ@mention It's not a rumor: Apple is opening up a temporary store in downtown Austin for #SXSW and the iPad 2 launch {link},apple,Neutral,Apple
5071,RT @mention ÛÏ@mention SXSW official iPhone app here: {link}  Enjoy!  #SXSW,iPad or iPhone App,Positive,Apple
5072,RT @mention ÛÏ@mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}  #google #circlesÛ sounds interesting,google,Neutral,Google
5073,RT @mention ÛÏline moving fast! Rt @mention have seen two impressive lines since I'm at #SXSW  the one at the Apple Store &amp; @mention party now,Apple,Positive,Apple
5074,RT @mention ÛÏMore than 35 million miles a day are driven while being Google Maps Navigation assisted.&quot; --Marissa Mayer #sxsw  [The GPS biz is so toast.],google,Neutral,Google
5075,RT @mention ÛÏThe classiest fascist company in existenceÛ - Kara Swisher #sxsw #apple,apple,Neutral,Apple
5076,"RT @mention (CNNMoney) For #SXSW 2011, any computing device bigger than an iPad is passÌ©. The mobile space has all the buzz {link} #wssxsw",iPad,Positive,Apple
5077,MT @mention (Swisher calls Apple &quot;the classiest fascist company in America&quot; #sxflip #sxsw,Apple,Negative,Apple
5078,RT @mention [FREE MUSIC]  Compilation - SXSW: Featured Artists  -  {link}   #iTunes  #AmplifiedLife #SXSW,Unknown,Neutral,Unknown
5079,RT @mention [Just FYI...] BREAKING: Google to Launch Major New Social Network Called Circles...Today? {link} via @mention #sxsw #socialmedia,google,Neutral,Google
5080,RT @mention {link} @mention new mobile app. Your store circulars via Android Blackberry iOS Even Austin &amp; #SXSW {link},android,Neutral,Google
5081,"RT @mention {link} &lt;- 'Google Circles' Looms, But do Google's Nerds 'Get' Social, via @mention #SXSW #socialmedia",google,Neutral,Google
5082,RT @mention {link} #sxsw Google going Social again?,google,Neutral,Google
5083,RT @mention {link} Did you hear? AppleÛªs opening a temporary store just for #SXSW! (via @mention,Apple,Positive,Apple
5084,RT @mention {link} Just wrote a post on the Possible #SXSW blog on iPad design piece I went to yesterday.,ipad,Neutral,Apple
5085,RT @mention {link} Killer shot I got last night of @mention at the #nokiaconnects concert for #SXSW,Unknown,Neutral,Unknown
5086,RT @mention {link} Samsung Galaxy S II Appears At FCC And Team Android #SXSW Party {link} #android #followback,android,Neutral,Google
5087,RT @mention {link} This is insane... Even more of a reason to go to SXSW #SXSW #Appletogo,apple,Neutral,Apple
5088,@mention on @mention apple iPad2 popup store @mention #sxsw is like red cross emergency tent for hipsters. Lol. &lt;3 #publicradio,apple,Neutral,Apple
5089,RT @mention @mention  - False Alarm: Google Circles Not Coming NowÛÒand Probably Not Ever? - {link} #Google #Circles #Social #SXSW,google,Negative,Google
5090,RT @mention @mention  @mention &amp;  @mention having fun at #google [pic] #SXSW {link},google,Neutral,Google
5091,RT @mention @mention  of Google: Think while making as fast as you can - aim to have a product on day one: #agileagency #sxsw,google,Neutral,Google
5092,"RT @mention @mention - spread the word, our #SXSW festival explorer App is live and free {link}",iPad or iPhone App,Positive,Apple
5093,RT @mention @mention (or anyone who knows @mention found your deaddd iPhone outside the Blogger Lounge...contact me so i can reunite you with it! :) #SXSW,iphone,Neutral,Apple
5094,RT @mention @mention @mention &amp; @mention having fun at #google [pic] #SXSW {link},Google,Positive,Google
5095,RT @mention @mention @mention Apple set to open popup shop in core of #SXSW action {link} #ipad2,apple,Neutral,Apple
5096,RT @mention @mention @mention Apple to open temporary store Friday in the Scarbrough Building at 6th and Congress #SxSW {link},apple,Neutral,Apple
5097,RT @mention @mention @mention at #sxsw: &quot;apple comes up w/ cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive,Apple
5098,RT @mention @mention @mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;,Apple,Positive,Apple
5099,RT @mention @mention @mention Austin street closures during SXSW in Google Map form: {link} #sxsw #austin,google,Neutral,Google
5100,RT @mention @mention @mention check this: {link} #SXSW #google,google,Neutral,Google
5101,RT @mention @mention @mention Google to launch social networking site called Circles - soon but not officially at #sxsw {link},google,Neutral,Google
5102,RT @mention @mention @mention Great to meet you @mention meetup! This is the post about our new #sxsw medical apps {link} #sxswh #hcsm,Unknown,Neutral,Unknown
5103,RT @mention @mention @mention taking a google tour tomorrow... in the bay area Tom night...flying 2 AUS 4 #SXSW &lt;&lt;lucky you!,google,Neutral,Google
5104,"RT @mention @mention @mention Will bring great toys and demos, thanks for including us.  And look for the #SXSW booth - right next to Google!",google,Neutral,Google
5105,RT @mention @mention @mention will have some apple v android things going on tomorrow during the @mention #SXSW,apple,Neutral,Apple
5106,RT @mention @mention &amp; @mention are becoming competitors 4 @mention now that they're starting to realize #checkins are cool. #sxsw,Unknown,Neutral,Unknown
5107,RT @mention @mention &amp; @mention were quick to encourage SEO practitioners to avoid dwelling on page rank (focus on content) #sxsw,Unknown,Neutral,Unknown
5108,RT @mention @mention #BT #SXSW &quot;Having a really GREAT social search is probably a very good idea for #google&quot; @mention,Google,Positive,Google
5109,RT @mention @mention 2 at #SXSW? Apple is opening a pop-up store in Austin for SXSW {link},apple,Neutral,Apple
5110,RT @mention @mention 3 iPhone Apps We'll Be Using at South By Southwest Interactive {link} #SXSW #SXSWi,iPad or iPhone App,Positive,Apple
5111,RT @mention @mention Alive and loving it! Great talks from Jonathan Dahl #minimalistprogramming and Google's Marissa Mayer #MarissaGoogle - #sxsw,Google,Positive,Google
5112,RT @mention @mention and @mention open up a 64GB 3G iPad 2 - Unboxing and first look - @mention #ipad2 #ipad #apple {link} via @webdoc #sxsw,apple,Neutral,Apple
5113,RT @mention @mention announces #windowsphone app today #sxsw {link} #wp7,Unknown,Neutral,Unknown
5114,RT @mention @mention are you around #sxsw? Need a US sim for my iphone 3GS for the next 10. Wanna bring one in? #please,iphone,Neutral,Apple
5115,RT @mention @mention at #sxsw: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} and {link},google,Neutral,Google
5116,RT @mention @mention at Team Android party. @mention @mention just walked in. DL Appolicious app &amp; enter to win free Nexus S! #androidsxsw #sxsw,Apple,Positive,Apple
5117,RT @mention @mention Best thing I've heard at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.(@mention @mention #SXSWGOOD,ipad,Neutral,Apple
5118,RT @mention @mention Congrats on your iPhone app being featured at #SXSW!,iPad or iPhone App,Positive,Apple
5119,"RT @mention @mention Cool! That means we can watch Ustream in Skyfire browser on iPhone :-)
(Safari doesn't work) 
Have fun!  #sxsw",iPad or iPhone App,Positive,Apple
5120,RT @mention @mention dont miss the Q&amp;A With Google's @mention &amp; Bing's @mention On Ranking - #SXSW sessi Mon 12:30pm-Part 1 was at #SMX,google,Neutral,Google
5121,"RT @mention @mention Dude there's earthquakes,  tsunamis, iPad 2 and #SXSW. Get with it.",ipad,Neutral,Apple
5122,RT @mention @mention Enchantment: get a trustworthiness of #zappos likeability of #virgin and a product of #apple @mention #sxsw,apple,Neutral,Apple
5123,RT @mention @mention from Google taking the mic  #health2dev  #SXSW,google,Neutral,Google
5124,RT @mention @mention Go beyond the hour &amp; share positive actions with the world. Download the #EarthHour iPhone app: {link} #SXSW,iPad or iPhone App,Positive,Apple
5125,RT @mention @mention Google is looking at social signals more and more for search results. #qagb #sxsw,Google,Positive,Google
5126,"RT @mention @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw",google,Neutral,Google
5127,"RT @mention @mention has their Google Analytics up - 58,967 visits, ipad and iphone are ranked in top 5 ways people access it. #newsapps #sxsw",google,Neutral,Google
5128,RT @mention @mention Have y'all seen this? Temp Apple Store going up downtown for #SXSW. Would y'all stream from there instead? {link},apple,Neutral,Apple
5129,RT @mention @mention Help us get the word out about our #sxsw party featuring @mention and our iPad2 giveaway? {link},ipad,Neutral,Apple
5130,"RT @mention @mention hey Rudy, are Belgiums and Dutch taking over #sxsw? We launched www.skylines.net and {link} today",Unknown,Neutral,Unknown
5131,"RT @mention @mention I agree ÛÓ Apple stole what little part of the show there was. For me, @mention was the most exciting new biz concept #sxsw",Apple,Positive,Apple
5132,"RT @mention @mention iPad app getting panned for design trumping content, and rightfully so. #SXSW",iPad or iPhone App,Negative,Apple
5133,"RT @mention @mention is biyt.ly for email, like google voice for email #loveit #sxsw #startupbus",google,Neutral,Google
5134,RT @mention @mention is now the Geek Charlie Sheen with his goddesses @mention @mention @Schmittastic #google #SXSW,google,Neutral,Google
5135,"RT @mention @mention is talking about how mobile phones, Google Earth, FB is empowering people to fight back against  dictators... #SXSW",google,Neutral,Google
5136,RT @mention @mention just saw you at lax I'm heading to #Sxsw  If you or your wife have an iPhone or iPad download my app #Freespeech @mention,iPad or iPhone App,Positive,Apple
